icd_code,cls_code,mapping_type,priority,source_version,note,evidence_level
N39.0,CLS-XN-NUOC-TIEU,recommended,1,MAP-URO-2026,Mục đích: Tổng phân tích nước tiểu phát hiện bạch cầu/nitrite/hồng cầu — chẩn đoán nhanh nhiễm trùng tiết niệu. Ưu tiên: Bắt buộc. Lặp lại: Sau điều trị 1-2 tuần xác nhận sạch khuẩn.,I
N39.0,CLS-XN-CAY-NUOC-TIEU,suggested,2,MAP-URO-2026,Mục đích: Nuôi cấy nước tiểu và kháng sinh đồ ở viêm tiết niệu tái phát hoặc kháng trị. Ưu tiên: Khi thất bại điều trị đầu tay. Lặp lại: Khi tái phát.,IIa
N39.0,CLS-CDHA-SA-TIET-NIEU,suggested,3,MAP-URO-2026,Mục đích: Siêu âm hệ tiết niệu loại trừ sỏi/tắc nghẽn đường tiểu gây nhiễm trùng tái phát. Ưu tiên: Cân nhắc khi nhiễm trùng tiết niệu tái phát ≥3 lần/năm. Lặp lại: 6-12 tháng.,IIa
N20.9,CLS-CDHA-SA-TIET-NIEU,recommended,1,MAP-URO-2026,Mục đích: Siêu âm hệ tiết niệu xác định vị trí/kích thước sỏi và mức độ ứ nước thận — tiêu chuẩn chẩn đoán hình ảnh đầu tay (EAU 2023). Ưu tiên: Bắt buộc. Lặp lại: 3-6 tháng.,I
N20.9,CLS-XN-NUOC-TIEU,recommended,2,MAP-URO-2026,Mục đích: Tổng phân tích nước tiểu phát hiện hồng cầu niệu/bạch cầu niệu/nhiễm trùng đường tiểu đi kèm sỏi. Ưu tiên: Bắt buộc. Lặp lại: 3 tháng.,I
N20.9,CLS-XN-CREATININE,suggested,3,MAP-URO-2026,Mục đích: Đánh giá chức năng thận khi sỏi gây tắc nghẽn hoặc nhiễm trùng tái phát ảnh hưởng thận. Ưu tiên: Quan trọng. Lặp lại: 6 tháng.,IIa
N40,CLS-CDHA-SA-TIET-NIEU,recommended,1,MAP-URO-2026,Mục đích: Siêu âm đo thể tích tuyến tiền liệt và đánh giá nước tiểu tồn dư — cơ sở quyết định phẫu thuật (EAU 2023). Ưu tiên: Bắt buộc. Lặp lại: 6-12 tháng.,I
N40,CLS-XN-NUOC-TIEU,recommended,2,MAP-URO-2026,Mục đích: Tổng phân tích nước tiểu loại trừ nhiễm trùng tiết niệu trên nền phì đại tuyến tiền liệt. Ưu tiên: Bắt buộc mỗi đợt tái khám. Lặp lại: 3-6 tháng.,I
N40,CLS-XN-CREATININE,suggested,3,MAP-URO-2026,Mục đích: Đánh giá chức năng thận khi tắc nghẽn đường tiểu kéo dài do phì đại tiền liệt tuyến. Ưu tiên: Quan trọng ở bệnh nhân có triệu chứng nặng. Lặp lại: 6 tháng.,IIa
M54.5,CLS-CDHA-XQUANG-CS,recommended,1,MAP-MSK-2026,Mục đích: X-quang cột sống thắt lưng (thẳng-nghiêng) đánh giá thoái hóa/gai xương/hẹp khe đĩa đệm. Ưu tiên: Chẩn đoán hình ảnh đầu tay chi phí thấp. Lặp lại: 12 tháng.,I
M54.5,CLS-CDHA-MRI-CS,suggested,2,MAP-MSK-2026,Mục đích: MRI cột sống thắt lưng khi nghi thoát vị đĩa đệm chèn ép rễ thần kinh hoặc có dấu hiệu cờ đỏ (hội chứng đuôi ngựa). Ưu tiên: Chỉ khi có chỉ định rõ. Lặp lại: Theo chỉ định (Làm ngoài BHYT).,IIa
M47.8,CLS-CDHA-XQUANG-CS,recommended,1,MAP-MSK-2026,Mục đích: X-quang cột sống đánh giá gai xương/hẹp khe khớp/trượt đốt sống trong thoái hóa cột sống. Ưu tiên: Bắt buộc. Lặp lại: 12 tháng.,I
M47.8,CLS-CDHA-MRI-CS,suggested,2,MAP-MSK-2026,Mục đích: MRI cột sống khi có triệu chứng thần kinh (tê yếu chi/hội chứng chèn ép tủy). Ưu tiên: Cân nhắc khi X-quang bất thường kèm triệu chứng thần kinh. Lặp lại: Theo chỉ định (Làm ngoài BHYT).,IIa
M54.3,CLS-CDHA-XQUANG-CS,recommended,1,MAP-MSK-2026,Mục đích: X-quang cột sống thắt lưng đánh giá thoái hóa/trượt đốt sống gây chèn ép rễ thần kinh tọa. Ưu tiên: Chẩn đoán hình ảnh ban đầu. Lặp lại: 12 tháng.,I
M54.3,CLS-CDHA-MRI-CS,recommended,2,MAP-MSK-2026,Mục đích: MRI cột sống xác định vị trí và mức độ thoát vị đĩa đệm chèn ép rễ thần kinh tọa — cơ sở quyết định phẫu thuật. Ưu tiên: Bắt buộc khi cân nhắc can thiệp phẫu thuật. Lặp lại: Theo chỉ định (Làm ngoài BHYT).,I
M54.3,CLS-TDCN-DIEN-CO,suggested,3,MAP-MSK-2026,Mục đích: EMG/NCS đánh giá mức độ tổn thương rễ thần kinh và phân biệt bệnh thần kinh ngoại biên. Ưu tiên: Cân nhắc khi chẩn đoán chưa rõ ràng. Lặp lại: 3-6 tháng.,IIa
M81.9,CLS-TDCN-DEXA,recommended,1,MAP-MSK-2026,Mục đích: Đo mật độ xương (DEXA) chẩn đoán loãng xương theo tiêu chuẩn T-score ≤-2.5 (ISCD 2019). Ưu tiên: Tiêu chuẩn vàng chẩn đoán. Lặp lại: 12-24 tháng.,I
M81.9,CLS-CDHA-XQUANG-CS,suggested,2,MAP-MSK-2026,Mục đích: X-quang cột sống đánh giá gãy lún đốt sống do loãng xương — phát hiện gãy xương thầm lặng. Ưu tiên: Cân nhắc khi đau lưng mới hoặc giảm chiều cao >3cm. Lặp lại: 12 tháng.,IIa
M81.9,CLS-XN-CREATININE,suggested,3,MAP-MSK-2026,Mục đích: Đánh giá chức năng thận trước khi kê Bisphosphonate — chống chỉ định khi eGFR <35 ml/phút. Ưu tiên: Bắt buộc trước điều trị. Lặp lại: 6 tháng.,IIa
L20.9,CLS-XN-IGE-DAC-HIEU,suggested,1,MAP-DERM-2026,Mục đích: Định lượng IgE đặc hiệu xác định dị nguyên gây viêm da cơ địa — chiến lược tránh dị nguyên (EAACI 2020). Ưu tiên: Cân nhắc khi viêm da cơ địa mạn tính kháng trị. Lặp lại: Không lặp lại thường xuyên.,IIa
L20.9,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-DERM-2026,Mục đích: Công thức máu đánh giá tăng bạch cầu ái toan gợi ý cơ địa dị ứng. Ưu tiên: Xét nghiệm nền. Lặp lại: 6 tháng.,IIa
L50.9,CLS-XN-IGE-DAC-HIEU,suggested,1,MAP-DERM-2026,Mục đích: Định lượng IgE đặc hiệu tìm tác nhân gây mề đay mạn tính (thực phẩm/hít/côn trùng). Ưu tiên: Khi mề đay tái phát >6 tuần. Lặp lại: Không lặp lại thường xuyên.,IIa
L50.9,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-DERM-2026,Mục đích: Công thức máu tầm soát tăng bạch cầu ái toan và loại trừ bệnh lý toàn thân. Ưu tiên: Xét nghiệm nền. Lặp lại: 6 tháng.,IIa
B35.9,CLS-XN-NAM-SOI-TUOI,recommended,1,MAP-DERM-2026,Mục đích: Soi tươi trực tiếp tìm sợi nấm dưới kính hiển vi — chẩn đoán xác định nhanh nấm da (WHO 2018). Ưu tiên: Bắt buộc trước khi kê thuốc kháng nấm. Lặp lại: Khi có tổn thương nghi nấm.,I
B02.9,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-DERM-2026,Mục đích: Công thức máu đánh giá tổng quát — tầm soát suy giảm miễn dịch ở bệnh nhân Zona trẻ tuổi (<50 tuổi). Ưu tiên: Cân nhắc ở bệnh nhân trẻ. Lặp lại: Không lặp lại.,IIa
G47.0,CLS-TDCN-ECG-12,suggested,1,MAP-PSYCH-2026,Mục đích: ECG tầm soát rối loạn nhịp tim trước khi kê thuốc an thần (Amitriptyline/Diazepam) có nguy cơ ảnh hưởng tim mạch. Ưu tiên: Cân nhắc ở bệnh nhân cao tuổi. Lặp lại: Trước bắt đầu điều trị.,IIa
F41.9,CLS-TDCN-ECG-12,suggested,1,MAP-PSYCH-2026,Mục đích: ECG loại trừ rối loạn nhịp tim gây triệu chứng giống lo âu (hồi hộp/trống ngực/khó thở) và tầm soát trước khi kê thuốc. Ưu tiên: Cân nhắc khi triệu chứng lo âu kèm hồi hộp. Lặp lại: Trước bắt đầu điều trị.,IIa
F41.9,CLS-XN-CONG-THUC-MAU,suggested,2,MAP-PSYCH-2026,Mục đích: Công thức máu loại trừ thiếu máu/bệnh lý tuyến giáp gây triệu chứng giống lo âu. Ưu tiên: Xét nghiệm nền. Lặp lại: 6 tháng.,IIa
D25.9,CLS-CDHA-SA-PHU-KHOA,recommended,1,"Mục đích: Siêu âm đo kích thước và vị trí u xơ, theo dõi sự phát triển hoặc nghi ngờ ác tính.",Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
D25.9,CLS-XN-CONG-THUC-MAU,suggested,2,Mục đích: Đánh giá tình trạng thiếu máu thứ phát do rong kinh từ u xơ tử cung.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
N92.0,CLS-CDHA-SA-PHU-KHOA,recommended,1,"Mục đích: Sàng lọc dị dạng tử cung, khối u thực thể gây chảy máu (u xơ/polyp).",Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N92.0,CLS-XN-CONG-THUC-MAU,recommended,2,Mục đích: Đánh giá mức độ thiếu máu và định hướng bù sắt — bắt buộc phải làm khi nghi ngờ thiếu máu do rong kinh.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N92.0,CLS-XN-BETA-HCG,recommended,3,Mục đích: Tầm soát và loại trừ có thai / thai ngoài tử cung / sảy thai trước khi điều trị (ACOG).,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N70.9,CLS-CDHA-SA-PHU-KHOA,recommended,1,Mục đích: Sàng lọc tràn dịch ống dẫn trứng và áp-xe phần phụ.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N70.9,CLS-XN-SOI-TUOI,recommended,2,Mục đích: Soi tươi âm đạo xác định tác nhân vi sinh (nấm/tạp khuẩn/lậu/chlamydia) để chỉ định kháng sinh đích.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I25.1,CLS-TDCN-ECG-12,recommended,1,Mục đích: Khảo sát nhịp và thiếu máu cơ tim. Ưu tiên: Đầu tay mọi ca mạch vành. Lặp lại: Mỗi lần tái khám (6 tháng).,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I25.1,CLS-CDHA-DOPPLER-TIM,recommended,2,Mục đích: Đánh giá chức năng thất trái bơm máu (EF). Ưu tiên: Ca đã có triệu chứng suy tim. Lặp lại: 6 tháng/lần.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I25.1,CLS-XN-LIPID,recommended,3,Mục đích: Đánh giá nồng độ LDL-C điều hướng dùng Statin liều cao. Ưu tiên: Bắt buộc. Lặp lại: 3-6 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I83.9,CLS-CDHA-DOPPLER-CHI,recommended,1,Mục đích: Khảo sát tĩnh mạch nông và sâu phát hiện dòng trào ngược. Ưu tiên: Lần đầu chẩn đoán. Lặp lại: 1 năm/lần.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I11.9,CLS-CDHA-DOPPLER-TIM,recommended,1,Mục đích: Siêu âm kiểm tra phì đại thất trái do biến chứng THA (Target organ damage). Ưu tiên: Khám tầm soát THA mạn tính. Lặp lại: 6 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I11.9,CLS-TDCN-ECG-12,recommended,2,Mục đích: Khảo sát dày thất trái (Sokolow-Lyon). Ưu tiên: Khám định kỳ. Lặp lại: 6 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I65.2,CLS-CDHA-DOPPLER-CANH,recommended,1,Mục đích: Xác định mức độ hẹp mảng xơ vữa (Dưới 50% / Trên 70%). Ưu tiên: Siêu âm theo dõi bắt buộc. Lặp lại: 6-12 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I65.2,CLS-XN-LIPID,recommended,2,Mục đích: Theo dõi và tối ưu Statin trong điều trị hẹp cảnh. Ưu tiên: Cần kiểm tra LDL-C. Lặp lại: 6 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E05.9,CLS-XN-TSH,recommended,1,Mục đích: Khẳng định trạng thái ức chế TSH trong cường giáp và theo dõi đáp ứng điều trị.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E05.9,CLS-XN-FT4,recommended,2,Mục đích: Chẩn đoán mức độ nhiễm độc giáp.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E05.9,CLS-CDHA-SA-TUYEN-GIAP,suggested,3,Mục đích: Đánh giá thể tích tuyến giáp lượng máu tăng trong Basedow. Hạn chế lặp lại.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
E03.9,CLS-XN-TSH,recommended,1,Mục đích: Đánh giá mục tiêu điều trị thay thế hormone.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E03.9,CLS-XN-FT4,suggested,2,Mục đích: Đánh giá cường độ chức năng tuyến.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
E04.9,CLS-CDHA-SA-TUYEN-GIAP,recommended,1,"Mục đích: Xác định kích thước, phân loại (TIRADS). Lặp lại tối thiểu 6 tháng.",Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E04.9,CLS-XN-TSH,recommended,2,Mục đích: Loại trừ suy giáp hoặc cường giáp ẩn kèm bướu.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E21.3,CLS-XN-PTH,recommended,1,Mục đích: Chẩn đoán và theo dõi cường cận giáp.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E21.3,CLS-XN-CANXI-ION,recommended,2,Mục đích: Xác định mức tăng canxi huyết.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E20.9,CLS-XN-PTH,recommended,1,Mục đích: Xác định mức giảm PTH do suy tuyến.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
E20.9,CLS-XN-CANXI-ION,recommended,2,Mục đích: Đánh giá nguy cơ hạ canxi cấp.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N60.9,CLS-CDHA-SA-TUYEN-VU,recommended,1,Mục đích: Đánh giá mảng sợi bọc/nang nước. Lặp lại 6 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N61,CLS-CDHA-SA-TUYEN-VU,recommended,1,Mục đích: Khảo sát ổ áp xe hóa để chích rạch nếu cần.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N63,CLS-CDHA-SA-TUYEN-VU,recommended,1,Mục đích: Phân loại BIRADS khối u không xác định.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
N63,CLS-CDHA-XQUANG-VU,suggested,2,Mục đích: Phối hợp siêu âm để tăng độ nhạy ác tính (người lớn tuổi).,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
N63,CLS-TDCN-FNA-VU,suggested,3,Mục đích: Chọc hút định danh tế bào u nếu siêu âm trả kết quả nghi ngờ BIRADS cao.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
D24,CLS-CDHA-SA-TUYEN-VU,recommended,1,Mục đích: Siêu âm đo kích thước u xơ. Không lặp lại dưới 6 tháng.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
D24,CLS-TDCN-FNA-VU,suggested,2,Mục đích: Khẳng định u xơ lành tính (làm 1 lần đầu).,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
M54.5,PHCN-VAT-LY-TL,recommended,3,Mục đích: Vật lý trị liệu (kéo giãn/nhiệt trị liệu) giảm đau thắt lưng cơ năng/mạn tính. Thúc đẩy liên kết IPE đa chuyên khoa.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
M54.5,TT-CHAM-CUU,suggested,4,"Mục đích: Châm cứu YHCT điều trị đau vùng thắt lưng, bổ trợ tối ưu theo mô hình BS Gia đình.",Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
M54.3,PHCN-VAT-LY-TL,recommended,4,Mục đích: Giảm chèn ép rễ thần kinh tọa và phục hồi tầm vận động.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
M54.3,TT-CHAM-CUU,suggested,5,Mục đích: Giảm đau thần kinh tọa bằng YHCT theo hướng dẫn phối hợp đa mô thức.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
M47.8,PHCN-VAT-LY-TL,recommended,3,Mục đích: Duy trì tầm vận động cột sống thoái hóa.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I69.4,PHCN-VAT-LY-TL,recommended,8,Mục đích: Phục hồi chức năng vận động sau đột quỵ (liệt nửa người). Rất quan trọng trong chăm sóc chủ động.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
I69.4,TT-CHAM-CUU,suggested,9,Mục đích: Châm cứu phục hồi cơ lực sau đột quỵ.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
B35.9,CLS-XN-SOI-NAM,recommended,1,Mục đích: Khẳng định sự hiện diện của nấm (vàng chẩn đoán) trước khi tốn thời gian bôi thuốc nấm kéo dài.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIa
L50.9,CLS-XN-IGE,suggested,2,Mục đích: Chỉ dùng khi Mày đay mạn tính (>6 tuần) vô căn để đi tìm tác nhân. Tuyệt đối không làm Panel dị nguyên cho Mày đay cấp tính.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
L40.0,CLS-TDCN-SINH-THIET-DA,suggested,3,Mục đích: Chẩn đoán PB Vảy nến không điển hình với Á vảy nến/Lupus đỏ.,Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
L40.0,TT-CHAM-CUU,suggested,4,"Mục đích: Điều hòa thần kinh - miễn dịch bằng Châm Cứu (IPE), giúp hạn chế tần suất bùng phát vảy nến mạn do stress.",Mục đích: hỗ trợ chẩn đoán/theo dõi ngoại trú theo hướng dẫn hiện hành. Ưu tiên: chỉ định theo biểu hiện lâm sàng và yếu tố nguy cơ. Lặp lại: tuân thủ khoảng lặp khuyến cáo để tránh lạm dụng CLS.,IIb
I12.9,CLS-XN-CREATININE,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
I12.9,CLS-TDCN-HOLTER-HA,suggested,2,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIb
I25.9,CLS-TDCN-ECG-12,recommended,1,MAP-IM-2026.02,Mục đích: theo dõi/chẩn đoán phù hợp ngoại trú. Ưu tiên: theo biểu hiện lâm sàng. Lặp lại: theo mốc khuyến cáo.,IIa
