icd_code,drug_code,mapping_type,priority,source_version,note,evidence_level
N94.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N94.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N94.6,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N94.6,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N94.6,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N95.1,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N95.1,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N95.1,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N95.2,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N95.2,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N95.2,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N39.3,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N39.3,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N39.3,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N81.1,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N81.1,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N81.1,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N81.4,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N81.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N81.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N80.9,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N80.9,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N80.9,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N84.1,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N84.1,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N84.1,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N84.0,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N84.0,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N84.0,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N60.1,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N60.1,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N60.1,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N64.4,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N64.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N64.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
O21.9,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
O21.9,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
O21.9,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
O20.0,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
O20.0,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
O20.0,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
O23.1,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
O23.1,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
O23.1,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
O24.4,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
O24.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
O24.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
O26.8,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
O26.8,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
O26.8,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
O36.8,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
O36.8,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
O36.8,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
Z12.4,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
Z12.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
Z12.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
Z30.0,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
Z30.0,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
Z30.0,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
Z30.4,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
Z30.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
Z30.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N97.9,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N97.9,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N97.9,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N90.4,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N90.4,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N90.4,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N89.8,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N89.8,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N89.8,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
N85.0,MED-OBGYN-VITAMIN,preferred,1,MAP-OBGYN-2026.04,Mục đích: Bổ sung vi chất trong chăm sóc sức khỏe sinh sản/tiền thai kỳ. Tác dụng phụ: Có thể gây buồn nôn nhẹ hoặc táo bón. Tương tác: Uống cách xa chế phẩm chứa calci/sắt liều cao để tối ưu hấp thu.,IIb
N85.0,MED-OBGYN-METRO-NEO,preferred,2,MAP-OBGYN-2026.04,"Mục đích: Điều trị tại chỗ viêm nhiễm phụ khoa theo chỉ định. Tác dụng phụ: Kích ứng tại chỗ, ngứa rát nhẹ. Tương tác: Tránh phối hợp đồng thời chế phẩm âm đạo khác khi chưa có chỉ định.",IIb
N85.0,MED-ANAL-PARACETAMOL,preferred,3,MAP-OBGYN-2026.04,Mục đích: Giảm đau triệu chứng ngắn hạn trong các đợt đau vùng chậu/đau bụng kinh. Tác dụng phụ: Độc gan khi quá liều. Tương tác: Thận trọng khi dùng cùng thuốc khác có paracetamol.,IIb
H00.0,MED-EYE-ARTIFICIAL-TEAR,consider,1,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H00.0,MED-EYE-TOBRAMYCIN,consider,2,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H00.0,MED-EYE-DICLOFENAC,consider,3,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H00.1,MED-EYE-ARTIFICIAL-TEAR,consider,1,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H00.1,MED-EYE-TOBRAMYCIN,consider,2,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H00.1,MED-EYE-DICLOFENAC,consider,3,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H01.0,MED-EYE-ARTIFICIAL-TEAR,consider,1,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H01.0,MED-EYE-TOBRAMYCIN,consider,2,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H01.0,MED-EYE-DICLOFENAC,consider,3,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H01.1,MED-EYE-ARTIFICIAL-TEAR,consider,1,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H01.1,MED-EYE-TOBRAMYCIN,consider,2,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
H01.1,MED-EYE-DICLOFENAC,consider,3,MAP-EYE-2026.04,Mục đích: Điều trị triệu chứng/hỗ trợ theo phác đồ chuyên khoa. Tác dụng phụ: Theo dõi ADR thường gặp và chức năng cơ quan đích. Tương tác: Rà soát tương tác thuốc trước kê đơn.,IIb
